"","ID_barrier","label_barrier","Instance_barrier","barrier_group","Instance_solution","ID_solution","label_solution","Category","Count_Always","Count_CC","Count_Never","Count_Total","Rel_Always","Rel_CC","Rel_Never","Relevance"
"1233","BCIO:006146","belief about social support","the people around me will not be supportive of this","Motivation, beliefs and goal conflict","find social support in a pet","COPPER:4027","advise to seek emotional support from a pet BCT","social support, information and awareness",6,5,9,20,0.3,0.25,0.45,"relevant"
"1234","BCIO:006146","belief about social support","the people around me will not be supportive of this","Motivation, beliefs and goal conflict","think about how i will feel tonight if i haven't managed to do this","BCIO:007067","induce anticipated regret BCT","social support, information and awareness",16,2,2,20,0.8,0.1,0.1,"relevant"
"1235","BCIO:006146","belief about social support","the people around me will not be supportive of this","Motivation, beliefs and goal conflict","remind myself of the positive effects doing this will have on my mental health","COPPER:4038","increase salience of emotional consequences BCT","social support, information and awareness",14,2,6,22,0.64,0.09,0.27,"relevant"
"1236","BCIO:006146","belief about social support","the people around me will not be supportive of this","Motivation, beliefs and goal conflict","learn about the consequences this will have on my mental health","BCIO:007065","inform about emotional consequences BCT","social support, information and awareness",16,0,5,21,0.76,0,0.24,"relevant"
"1237","BCIO:006146","belief about social support","the people around me will not be supportive of this","Motivation, beliefs and goal conflict","remind myself of the positive effects doing this will have on my physical health","COPPER:4037","increase salience of health consequences BCT","social support, information and awareness",17,1,4,22,0.77,0.05,0.18,"relevant"
"1238","BCIO:006146","belief about social support","the people around me will not be supportive of this","Motivation, beliefs and goal conflict","tell myself that you can do this, and think about why","BCIO:007137","persuade about personal capability BCT","goal directed BCT",16,1,4,21,0.76,0.05,0.19,"irrelevant"
"1239","BCIO:006146","belief about social support","the people around me will not be supportive of this","Motivation, beliefs and goal conflict","do it somewhere else","COPPER:4010","review plan (other location) BCT","review behavioral plan",6,7,8,21,0.29,0.33,0.38,"relevant"
"1240","BCIO:006146","belief about social support","the people around me will not be supportive of this","Motivation, beliefs and goal conflict","remind myself of the positive effects this will have on me","BCIO:007068","increase salience of consequences BCT","social support, information and awareness",19,0,2,21,0.9,0,0.1,"relevant"
"1241","BCIO:006146","belief about social support","the people around me will not be supportive of this","Motivation, beliefs and goal conflict","find someone to help me with those practical barriers","BCIO:007030","advise to seek instrumental support BCT","social support, information and awareness",7,7,8,22,0.32,0.32,0.36,"irrelevant"
"1242","BCIO:006146","belief about social support","the people around me will not be supportive of this","Motivation, beliefs and goal conflict","find someone who supports me in this, either online or offline, e.g. by encouraging me.","BCIO:007031","advise to seek emotional support BCT","social support, information and awareness",14,3,4,21,0.67,0.14,0.19,"relevant"
"1243","BCIO:006146","belief about social support","the people around me will not be supportive of this","Motivation, beliefs and goal conflict","learn about the risks of not doing the behaviour","COPPER:4035","inform about health risks BCT","social support, information and awareness",10,2,10,22,0.45,0.09,0.45,"relevant"
"1244","BCIO:006146","belief about social support","the people around me will not be supportive of this","Motivation, beliefs and goal conflict","learn about health benefits of doing the behaviour","COPPER:4036","inform about health benefits BCT","social support, information and awareness",13,1,8,22,0.59,0.05,0.36,"relevant"
"1245","COPPER:3043","unexpected goal conflict for time","something might come up so i won't have time","Motivation, beliefs and goal conflict","consume caffeine (e.g. coffee, energy drinks, caffeine pills) to help with this","COPPER:4045","encourage caffeine consumption BCT","prepare for activity",1,3,16,20,0.05,0.15,0.8,"irrelevant"
"1246","COPPER:3043","unexpected goal conflict for time","something might come up so i won't have time","Motivation, beliefs and goal conflict","remind myself of the positive effects this will have on me","BCIO:007068","increase salience of consequences BCT","social support, information and awareness",11,1,5,17,0.65,0.06,0.29,"relevant"
"1247","COPPER:3043","unexpected goal conflict for time","something might come up so i won't have time","Motivation, beliefs and goal conflict","remind myself of the positive social effects doing this will have","COPPER:4039","increase salience of social consequences BCT","social support, information and awareness",9,3,6,18,0.5,0.17,0.33,"relevant"
"1248","COPPER:3043","unexpected goal conflict for time","something might come up so i won't have time","Motivation, beliefs and goal conflict","find someone to help me with those practical barriers","BCIO:007030","advise to seek instrumental support BCT","social support, information and awareness",1,5,14,20,0.05,0.25,0.7,"relevant"
"1249","COPPER:3043","unexpected goal conflict for time","something might come up so i won't have time","Motivation, beliefs and goal conflict","use positive selftalk","BCIO:007140","prompt self-talk BCT","goal directed BCT",6,5,7,18,0.33,0.28,0.39,"relevant"
"1250","COPPER:3043","unexpected goal conflict for time","something might come up so i won't have time","Motivation, beliefs and goal conflict","think about how i will feel tonight if i haven't managed to do this","BCIO:007067","induce anticipated regret BCT","social support, information and awareness",8,3,7,18,0.44,0.17,0.39,"relevant"
"1251","COPPER:3043","unexpected goal conflict for time","something might come up so i won't have time","Motivation, beliefs and goal conflict","do it at a different time today","COPPER:4005","adapt starting time BCT","review behavioral plan",15,5,0,20,0.75,0.25,0,"relevant"
"1252","COPPER:3043","unexpected goal conflict for time","something might come up so i won't have time","Motivation, beliefs and goal conflict","remind myself of the positive effects doing this will have on my mental health","COPPER:4038","increase salience of emotional consequences BCT","social support, information and awareness",12,2,4,18,0.67,0.11,0.22,"relevant"
"1253","COPPER:3043","unexpected goal conflict for time","something might come up so i won't have time","Motivation, beliefs and goal conflict","think about situations where i achieved similar goals","BCIO:007239","prompt thinking related to successful performance BCT","goal directed BCT",9,2,8,19,0.47,0.11,0.42,"relevant"
"1254","COPPER:3043","unexpected goal conflict for time","something might come up so i won't have time","Motivation, beliefs and goal conflict","reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions","BCIO:007134","conserve mental resources BCT","prepare for activity",8,5,5,18,0.44,0.28,0.28,"irrelevant"
"1255","COPPER:3043","unexpected goal conflict for time","something might come up so i won't have time","Motivation, beliefs and goal conflict","ask someone to remind you of your activity","COPPER:4031","seek reminder from others BCT","social support, information and awareness",5,9,4,18,0.28,0.5,0.22,"irrelevant"
"1256","COPPER:3043","unexpected goal conflict for time","something might come up so i won't have time","Motivation, beliefs and goal conflict","start my day early enough to have time for the activity","COPPER:4017","start day early BCT","review behavioral plan",14,5,1,20,0.7,0.25,0.05,"relevant"
"1257","COPPER:3043","unexpected goal conflict for time","something might come up so i won't have time","Motivation, beliefs and goal conflict","remind myself of the positive effects doing this will have on my physical health","COPPER:4037","increase salience of health consequences BCT","social support, information and awareness",10,3,5,18,0.56,0.17,0.28,"relevant"
"1258","COPPER:3043","unexpected goal conflict for time","something might come up so i won't have time","Motivation, beliefs and goal conflict","divide the activity into shorter parts","COPPER:4006","divide activity BCT","review behavioral plan",14,4,2,20,0.7,0.2,0.1,"relevant"
"1259","COPPER:3043","unexpected goal conflict for time","something might come up so i won't have time","Motivation, beliefs and goal conflict","plan when i have to leave to have enough time","COPPER:4018","plan departure BCT","review behavioral plan",17,3,0,20,0.85,0.15,0,"relevant"
"1260","COPPER:3043","unexpected goal conflict for time","something might come up so i won't have time","Motivation, beliefs and goal conflict","look up inspirational content, such as videos or posts, online","COPPER:4050","advise to use motivational content","goal directed BCT",2,7,9,18,0.11,0.39,0.5,"relevant"
"1261","COPPER:3043","unexpected goal conflict for time","something might come up so i won't have time","Motivation, beliefs and goal conflict","take pictures during the activity","COPPER:4002","plan inclusion of taking pictures BCT","goal directed BCT",0,1,19,20,0,0.05,0.95,"irrelevant"
"1262","COPPER:3043","unexpected goal conflict for time","something might come up so i won't have time","Motivation, beliefs and goal conflict","tell myself that you can do this, and think about why","BCIO:007137","persuade about personal capability BCT","goal directed BCT",12,3,5,20,0.6,0.15,0.25,"relevant"
"1263","COPPER:3043","unexpected goal conflict for time","something might come up so i won't have time","Motivation, beliefs and goal conflict","shorten the duration of the activity","COPPER:4007","shorten activity BCT","review behavioral plan",13,7,0,20,0.65,0.35,0,"relevant"
"1264","COPPER:3043","unexpected goal conflict for time","something might come up so i won't have time","Motivation, beliefs and goal conflict","change what i am going to do","COPPER:4008","review plan (other activity) BCT","review behavioral plan",8,7,3,18,0.44,0.39,0.17,"relevant"
"1265","COPPER:3004","muscle soreness","sore muscles","Bodily and affective feelings","think about situations where i achieved similar goals","BCIO:007239","prompt thinking related to successful performance BCT","goal directed BCT",14,1,5,20,0.7,0.05,0.25,"relevant"
"1266","COPPER:3004","muscle soreness","sore muscles","Bodily and affective feelings","tell myself that you can do this, and think about why","BCIO:007137","persuade about personal capability BCT","goal directed BCT",14,1,5,20,0.7,0.05,0.25,"relevant"
"1267","COPPER:3004","muscle soreness","sore muscles","Bodily and affective feelings","think about how i will feel tonight if i haven't managed to do this","BCIO:007067","induce anticipated regret BCT","social support, information and awareness",10,3,5,18,0.56,0.17,0.28,"relevant"
